,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE_SOLD,YEARSOLD,Commercial,House,Others
80,3.0,1618,2,1,4,4.0,1,2.0,1.0,1.0,9263050,40,2007,0.0,0.0,1.0
81,0.0,627,1,1,2,1.0,0,2.0,2.0,5.0,6587500,28,2011,0.0,1.0,0.0
82,3.0,1563,2,1,4,1.0,0,1.0,2.0,5.0,9799360,28,2005,0.0,1.0,0.0
83,0.0,1693,2,2,4,3.0,1,2.0,2.0,1.0,12801500,7,2009,1.0,0.0,0.0
84,6.0,1522,1,1,4,0.0,0,3.0,2.0,4.0,17454510,42,2009,1.0,0.0,0.0
85,1.0,1090,1,1,3,0.0,1,1.0,2.0,3.0,9832420,28,2008,0.0,0.0,1.0
86,2.0,1085,1,1,3,2.0,1,2.0,2.0,4.0,14363500,6,2014,1.0,0.0,0.0
87,6.0,1687,1,1,4,2.0,0,2.0,1.0,3.0,12476770,13,2009,0.0,0.0,1.0
88,1.0,692,1,1,2,3.0,1,3.0,1.0,3.0,10381355,37,2008,1.0,0.0,0.0
89,6.0,1518,1,1,4,1.0,1,3.0,1.0,3.0,17600240,37,2008,1.0,0.0,0.0
90,1.0,1025,1,1,3,0.0,0,1.0,1.0,2.0,10934875,25,2008,1.0,0.0,0.0
91,4.0,2170,3,2,5,1.0,1,2.0,2.0,4.0,12372160,8,2010,0.0,1.0,0.0
92,2.0,969,1,1,3,1.0,1,0.0,0.0,3.0,11248750,17,2011,1.0,0.0,0.0
93,4.0,1546,2,1,4,2.0,0,3.0,2.0,5.0,14241140,27,2008,1.0,0.0,0.0
94,4.0,1709,2,1,4,2.0,1,1.0,1.0,4.0,10160600,20,2009,0.0,1.0,0.0
95,6.0,1659,1,1,4,4.0,1,1.0,0.0,4.0,13539080,18,2013,0.0,0.0,1.0
96,2.0,755,1,1,2,3.0,0,0.0,2.0,5.0,10727750,34,2015,1.0,0.0,0.0
97,1.0,1182,1,1,3,3.0,1,3.0,0.0,4.0,9867055,17,2007,0.0,1.0,0.0
98,1.0,735,1,1,2,4.0,0,1.0,0.0,3.0,9478710,14,2012,1.0,0.0,0.0
99,2.0,1089,1,1,3,3.0,1,0.0,1.0,4.0,9050200,32,2013,0.0,1.0,0.0
100,3.0,1534,2,1,4,0.0,1,0.0,1.0,1.0,7904210,53,2005,0.0,0.0,1.0
101,5.0,1622,1,1,4,1.0,1,0.0,2.0,4.0,13063450,5,2007,0.0,1.0,0.0
102,4.0,2198,3,2,5,0.0,1,2.0,2.0,5.0,13584980,21,2008,0.0,0.0,1.0
103,2.0,1293,2,1,4,3.0,0,0.0,0.0,4.0,13116050,39,2014,1.0,0.0,0.0
104,4.0,1641,2,1,4,0.0,0,3.0,2.0,4.0,10012600,29,2009,0.0,0.0,1.0
105,3.0,1950,3,2,5,4.0,1,1.0,1.0,4.0,12105920,40,2005,0.0,0.0,1.0
106,0.0,1245,1,1,3,0.0,0,1.0,1.0,0.0,4918375,29,2011,0.0,0.0,1.0
107,2.0,905,1,1,3,1.0,0,0.0,2.0,3.0,7703200,33,2009,0.0,0.0,1.0
108,4.0,1496,2,1,4,1.0,0,2.0,2.0,3.0,8569080,14,2012,0.0,1.0,0.0
109,3.0,1892,3,2,5,4.0,1,0.0,2.0,5.0,12146620,37,2005,0.0,1.0,0.0
110,3.0,1517,2,1,4,1.0,0,0.0,1.0,1.0,11671620,11,2010,1.0,0.0,0.0
111,1.0,1034,1,1,3,4.0,1,0.0,2.0,1.0,9256740,16,2009,0.0,0.0,1.0
112,3.0,1755,2,1,4,1.0,1,2.0,2.0,2.0,14915900,35,2009,1.0,0.0,0.0
113,5.0,1622,1,1,4,4.0,1,1.0,1.0,5.0,13547790,7,2013,0.0,1.0,0.0
114,2.0,1092,1,1,3,3.0,0,3.0,0.0,3.0,8213040,4,2013,0.0,0.0,1.0
115,2.0,821,1,1,3,4.0,0,1.0,1.0,3.0,7304000,8,2014,0.0,1.0,0.0
116,4.0,1694,2,1,4,1.0,0,1.0,2.0,4.0,10390900,11,2008,0.0,0.0,1.0
117,5.0,1809,2,1,5,1.0,0,3.0,0.0,4.0,19206870,26,2010,1.0,0.0,0.0
118,0.0,1401,2,2,4,0.0,1,3.0,2.0,4.0,9965375,14,2011,0.0,0.0,1.0
119,0.0,1470,2,2,4,2.0,0,2.0,0.0,3.0,7207000,25,2011,0.0,0.0,1.0
120,2.0,798,1,1,2,0.0,0,2.0,1.0,3.0,9070550,37,2013,1.0,0.0,0.0
121,2.0,764,1,1,2,0.0,0,0.0,0.0,3.0,5670200,8,2008,0.0,1.0,0.0
122,2.0,1135,1,1,3,2.0,0,2.0,0.0,5.0,9253200,24,2008,0.0,0.0,1.0
123,0.0,939,1,1,3,2.0,0,0.0,0.0,2.0,4294000,38,2009,0.0,1.0,0.0
124,0.0,1586,2,2,4,3.0,1,2.0,2.0,5.0,14316000,28,2009,1.0,0.0,0.0
125,6.0,1973,2,1,5,1.0,1,3.0,2.0,5.0,23307000,35,2007,1.0,0.0,0.0
126,2.0,1023,1,1,3,0.0,1,3.0,1.0,5.0,9735150,17,2007,0.0,1.0,0.0
127,2.0,884,1,1,3,3.0,0,2.0,0.0,5.0,11336400,4,2010,1.0,0.0,0.0
128,5.0,1640,1,1,4,4.0,0,0.0,0.0,3.0,17701600,5,2010,1.0,0.0,0.0
129,1.0,622,1,1,2,3.0,0,0.0,0.0,4.0,6572900,20,2007,0.0,0.0,1.0
130,5.0,1880,2,1,5,0.0,1,1.0,0.0,5.0,13423020,16,2009,0.0,1.0,0.0
131,4.0,2413,4,2,6,2.0,0,1.0,1.0,5.0,13122040,9,2010,0.0,0.0,1.0
132,6.0,1649,1,1,4,4.0,0,3.0,2.0,3.0,18939100,25,2009,1.0,0.0,0.0
133,3.0,1729,2,1,4,0.0,1,2.0,1.0,0.0,12803570,41,2008,1.0,0.0,0.0
134,6.0,1942,2,1,5,1.0,0,1.0,2.0,3.0,12330740,37,2014,0.0,1.0,0.0
135,2.0,711,1,1,2,4.0,1,1.0,0.0,4.0,8050270,13,2014,0.0,0.0,1.0
136,2.0,885,1,1,3,1.0,0,0.0,0.0,5.0,7194600,32,2013,0.0,1.0,0.0
137,4.0,1688,2,1,4,2.0,1,2.0,2.0,5.0,11412700,16,2009,0.0,1.0,0.0
138,1.0,1236,2,2,4,1.0,0,0.0,2.0,0.0,12035355,37,2007,1.0,0.0,0.0
139,0.0,926,1,1,3,1.0,0,0.0,2.0,4.0,6877000,20,2011,0.0,1.0,0.0
140,4.0,1686,2,1,4,2.0,0,1.0,1.0,5.0,10346400,24,2009,0.0,0.0,1.0
141,0.0,1344,2,2,4,4.0,0,2.0,2.0,3.0,10809500,50,2009,1.0,0.0,0.0
142,4.0,1437,2,1,4,1.0,0,3.0,2.0,5.0,10200600,23,2012,0.0,0.0,1.0
143,0.0,1430,2,2,4,2.0,1,2.0,0.0,0.0,6635750,10,2009,0.0,0.0,1.0
144,1.0,1081,1,1,3,1.0,0,3.0,0.0,1.0,6190150,31,2008,0.0,1.0,0.0
145,0.0,1352,2,2,4,3.0,1,0.0,2.0,0.0,6507250,28,2010,0.0,1.0,0.0
146,4.0,1986,3,2,5,3.0,0,3.0,2.0,5.0,11350400,30,2009,0.0,1.0,0.0
147,5.0,1758,1,1,4,0.0,1,3.0,0.0,4.0,19285540,41,2008,1.0,0.0,0.0
148,0.0,607,1,1,2,3.0,0,1.0,2.0,4.0,5856625,46,2010,0.0,0.0,1.0
149,4.0,2139,3,2,5,3.0,1,2.0,1.0,4.0,12472000,21,2008,0.0,0.0,1.0
150,4.0,1488,2,1,4,0.0,0,3.0,1.0,3.0,8441900,27,2010,0.0,0.0,1.0
151,3.0,1645,2,1,4,0.0,0,1.0,0.0,3.0,7579320,26,2006,0.0,1.0,0.0
152,2.0,950,1,1,3,3.0,1,1.0,2.0,4.0,9759000,26,2009,0.0,0.0,1.0
153,2.0,928,1,1,3,0.0,1,3.0,2.0,3.0,12423800,4,2014,1.0,0.0,0.0
154,3.0,1693,2,1,4,3.0,1,2.0,1.0,5.0,15495760,53,2008,1.0,0.0,0.0
155,3.0,1873,3,2,5,1.0,1,0.0,0.0,4.0,11022270,21,2007,0.0,0.0,1.0
156,1.0,721,1,1,2,0.0,0,1.0,1.0,4.0,7605550,10,2010,0.0,0.0,1.0
157,0.0,1190,1,1,3,1.0,1,2.0,2.0,3.0,7967750,28,2011,0.0,1.0,0.0
158,4.0,1593,2,1,4,0.0,0,3.0,1.0,3.0,8946800,17,2011,0.0,0.0,1.0
159,2.0,786,1,1,2,2.0,1,0.0,2.0,4.0,9244820,12,2010,0.0,0.0,1.0
160,2.0,1195,1,1,3,4.0,0,1.0,1.0,4.0,9821600,19,2011,0.0,0.0,1.0
161,3.0,1824,3,2,5,3.0,0,2.0,1.0,2.0,8549060,32,2009,0.0,1.0,0.0
162,4.0,1906,3,2,5,2.0,1,1.0,1.0,3.0,15852740,7,2008,1.0,0.0,0.0
163,1.0,656,1,1,2,2.0,0,3.0,1.0,2.0,8757635,9,2010,1.0,0.0,0.0
164,2.0,727,1,1,2,2.0,0,0.0,2.0,5.0,8415990,16,2007,0.0,0.0,1.0
165,1.0,931,1,1,3,1.0,1,0.0,1.0,5.0,9935595,33,2010,0.0,0.0,1.0
166,3.0,1898,3,2,5,4.0,1,0.0,0.0,5.0,16617860,39,2007,1.0,0.0,0.0
167,5.0,1698,1,1,4,1.0,0,1.0,2.0,5.0,12412050,40,2007,0.0,1.0,0.0
168,6.0,1926,2,1,5,4.0,1,2.0,0.0,5.0,22630540,17,2007,1.0,0.0,0.0
169,0.0,1481,2,2,4,0.0,1,3.0,1.0,0.0,9901500,38,2010,1.0,0.0,0.0
170,5.0,1506,1,1,4,1.0,0,0.0,0.0,5.0,10449910,33,2007,0.0,1.0,0.0
171,2.0,1020,1,1,3,1.0,0,1.0,0.0,5.0,7948600,24,2014,0.0,1.0,0.0
172,2.0,889,1,1,3,2.0,0,0.0,2.0,5.0,9098680,21,2008,0.0,0.0,1.0
173,2.0,1015,1,1,3,1.0,1,3.0,1.0,3.0,8342850,36,2012,0.0,1.0,0.0
174,6.0,1682,1,1,4,2.0,0,3.0,2.0,3.0,18662350,34,2011,1.0,0.0,0.0
175,2.0,869,1,1,3,1.0,0,2.0,0.0,5.0,8172630,18,2013,0.0,0.0,1.0
176,0.0,1445,2,2,4,1.0,0,1.0,0.0,2.0,5856500,24,2012,0.0,1.0,0.0
177,5.0,1919,2,1,5,0.0,1,1.0,2.0,5.0,14704160,13,2014,0.0,1.0,0.0
178,1.0,1243,2,2,4,3.0,1,1.0,1.0,1.0,13360440,36,2011,1.0,0.0,0.0
179,0.0,857,1,1,2,3.0,0,0.0,1.0,2.0,4928250,17,2010,0.0,1.0,0.0
180,0.0,1055,1,1,3,4.0,1,1.0,2.0,2.0,7315125,48,2010,0.0,0.0,1.0
181,4.0,1778,3,2,5,1.0,0,2.0,2.0,4.0,10998320,8,2011,0.0,0.0,1.0
182,0.0,851,1,1,2,4.0,0,0.0,1.0,0.0,3936375,41,2011,0.0,0.0,1.0
183,2.0,1021,1,1,3,0.0,1,2.0,0.0,4.0,9201770,4,2008,0.0,0.0,1.0
184,4.0,2203,3,2,5,2.0,1,2.0,1.0,4.0,17891240,22,2010,1.0,0.0,0.0
185,0.0,613,1,1,2,1.0,0,2.0,0.0,2.0,5144500,29,2010,1.0,0.0,0.0
186,1.0,738,1,1,2,0.0,0,2.0,0.0,2.0,8312670,18,2007,1.0,0.0,0.0
187,0.0,1489,2,2,4,4.0,0,0.0,2.0,3.0,8007250,28,2011,0.0,1.0,0.0
188,0.0,795,1,1,2,2.0,1,2.0,2.0,5.0,8479250,9,2009,0.0,1.0,0.0
189,3.0,1909,3,2,5,1.0,1,3.0,2.0,0.0,10129160,34,2012,0.0,0.0,1.0
190,2.0,1252,2,1,4,1.0,0,3.0,0.0,5.0,9482200,12,2011,0.0,1.0,0.0
191,0.0,1077,1,1,3,2.0,0,0.0,1.0,5.0,9846750,33,2011,1.0,0.0,0.0
192,4.0,1524,2,1,4,3.0,0,2.0,1.0,3.0,8675820,28,2008,0.0,0.0,1.0
193,2.0,1049,1,1,3,0.0,1,0.0,2.0,5.0,10262450,11,2008,0.0,1.0,0.0
194,3.0,1780,2,1,4,2.0,0,3.0,2.0,1.0,8671050,54,2008,0.0,0.0,1.0
195,2.0,946,1,1,3,4.0,0,0.0,0.0,4.0,11165550,17,2008,1.0,0.0,0.0
196,2.0,906,1,1,3,0.0,1,2.0,2.0,5.0,9464800,32,2008,0.0,1.0,0.0
197,4.0,2344,4,2,6,2.0,0,1.0,2.0,5.0,18849880,25,2010,1.0,0.0,0.0
198,1.0,929,1,1,3,4.0,1,1.0,1.0,3.0,9480425,15,2009,0.0,0.0,1.0
199,5.0,1843,2,1,5,4.0,0,0.0,0.0,4.0,12264750,15,2009,0.0,1.0,0.0
200,5.0,1918,2,1,5,0.0,1,3.0,2.0,4.0,21875050,34,2009,1.0,0.0,0.0
201,4.0,1507,2,1,4,3.0,1,3.0,1.0,3.0,13538580,19,2008,1.0,0.0,0.0
202,4.0,1499,2,1,4,1.0,0,3.0,2.0,3.0,8876320,6,2011,0.0,1.0,0.0
203,4.0,1526,2,1,4,3.0,1,3.0,1.0,3.0,13645040,22,2012,1.0,0.0,0.0
204,5.0,1855,2,1,5,2.0,1,2.0,1.0,3.0,20996200,10,2009,1.0,0.0,0.0
205,0.0,1627,2,2,4,3.0,1,0.0,1.0,3.0,9071125,30,2011,0.0,0.0,1.0
206,3.0,1846,3,2,5,2.0,0,3.0,2.0,5.0,10815830,39,2009,0.0,1.0,0.0
207,4.0,2019,3,2,5,2.0,1,2.0,1.0,5.0,12802500,16,2010,0.0,0.0,1.0
208,0.0,1578,2,2,4,3.0,1,3.0,2.0,2.0,9532500,13,2011,0.0,0.0,1.0
209,3.0,1780,2,1,4,1.0,1,1.0,0.0,1.0,13346700,25,2008,1.0,0.0,0.0
210,0.0,662,1,1,2,0.0,0,1.0,0.0,1.0,4356500,38,2011,1.0,0.0,0.0
211,2.0,1005,1,1,3,1.0,0,2.0,2.0,4.0,12257100,26,2010,1.0,0.0,0.0
212,0.0,839,1,1,2,0.0,0,1.0,1.0,1.0,4100500,21,2010,0.0,1.0,0.0
213,5.0,1698,1,1,4,0.0,0,3.0,0.0,5.0,11527430,33,2008,0.0,1.0,0.0
214,1.0,878,1,1,3,0.0,1,2.0,1.0,0.0,6452785,20,2008,0.0,1.0,0.0
215,2.0,835,1,1,3,0.0,1,0.0,1.0,5.0,8434750,37,2008,0.0,1.0,0.0
216,2.0,911,1,1,3,0.0,1,0.0,0.0,3.0,7427820,33,2011,0.0,0.0,1.0
217,3.0,1796,2,1,4,4.0,1,0.0,0.0,3.0,9105350,50,2006,0.0,1.0,0.0
218,0.0,1004,1,1,3,4.0,0,0.0,0.0,1.0,4721500,29,2009,0.0,0.0,1.0
219,5.0,1694,1,1,4,3.0,0,1.0,1.0,4.0,12575010,27,2009,0.0,0.0,1.0
220,0.0,1244,1,1,3,2.0,1,3.0,2.0,2.0,7952750,31,2011,0.0,0.0,1.0
221,0.0,588,1,1,2,0.0,0,3.0,1.0,4.0,5705500,24,2010,0.0,0.0,1.0
222,4.0,2342,4,2,6,4.0,1,2.0,1.0,4.0,12898740,7,2011,0.0,1.0,0.0
223,3.0,1835,3,2,5,3.0,0,3.0,1.0,4.0,10722580,28,2007,0.0,0.0,1.0
224,5.0,1977,2,1,5,0.0,1,3.0,2.0,4.0,14102960,43,2007,0.0,1.0,0.0
225,4.0,1961,3,2,5,2.0,1,1.0,2.0,5.0,17612900,15,2011,1.0,0.0,0.0
226,3.0,1517,2,1,4,3.0,1,2.0,0.0,0.0,7146890,12,2004,0.0,1.0,0.0
227,4.0,2409,4,2,6,0.0,1,1.0,2.0,4.0,13476480,25,2009,0.0,0.0,1.0
228,3.0,1864,3,2,5,0.0,0,0.0,2.0,3.0,15100560,23,2005,1.0,0.0,0.0
229,3.0,1643,2,1,4,1.0,1,3.0,1.0,5.0,15599020,31,2008,1.0,0.0,0.0
230,1.0,1015,1,1,3,1.0,1,2.0,0.0,1.0,11224620,8,2012,1.0,0.0,0.0
231,5.0,1700,1,1,4,3.0,1,2.0,0.0,3.0,12477040,32,2009,0.0,0.0,1.0
232,0.0,624,1,1,2,1.0,0,0.0,0.0,1.0,4396250,31,2010,1.0,0.0,0.0
233,2.0,980,1,1,3,3.0,0,2.0,1.0,4.0,11900750,17,2008,1.0,0.0,0.0
234,0.0,1003,1,1,3,2.0,1,1.0,2.0,3.0,10090000,20,2010,1.0,0.0,0.0
235,1.0,1072,1,1,3,1.0,1,1.0,0.0,0.0,6607690,6,2009,0.0,1.0,0.0
236,0.0,808,1,1,2,4.0,0,1.0,2.0,1.0,4752250,35,2010,0.0,1.0,0.0
237,2.0,1027,1,1,3,3.0,0,0.0,1.0,3.0,7441350,21,2011,0.0,1.0,0.0
238,0.0,696,1,1,2,3.0,0,1.0,2.0,4.0,6441250,11,2010,0.0,1.0,0.0
239,3.0,1716,2,1,4,1.0,1,0.0,1.0,4.0,10359860,8,2010,0.0,1.0,0.0
240,3.0,1878,3,2,5,1.0,0,3.0,1.0,1.0,14328720,7,2011,1.0,0.0,0.0
241,4.0,1699,2,1,4,3.0,1,1.0,2.0,4.0,11444100,16,2011,0.0,0.0,1.0
242,4.0,1626,2,1,4,2.0,0,3.0,1.0,5.0,9680280,23,2012,0.0,1.0,0.0
243,4.0,1730,2,1,4,3.0,0,2.0,2.0,4.0,14739360,19,2008,1.0,0.0,0.0
244,2.0,996,1,1,3,1.0,0,0.0,2.0,4.0,8939620,22,2007,0.0,0.0,1.0
245,2.0,1277,2,1,4,4.0,1,3.0,0.0,5.0,15710400,17,2014,1.0,0.0,0.0
246,2.0,906,1,1,3,3.0,0,1.0,1.0,3.0,10226600,32,2013,1.0,0.0,0.0
247,5.0,1976,2,1,5,0.0,0,1.0,1.0,4.0,12300050,39,2011,0.0,1.0,0.0
248,3.0,1776,2,1,4,3.0,1,1.0,1.0,3.0,9989170,21,2010,0.0,1.0,0.0
249,0.0,1402,2,2,4,3.0,0,1.0,2.0,2.0,6966500,31,2011,0.0,1.0,0.0
250,2.0,1160,1,1,3,4.0,1,3.0,0.0,3.0,9463900,30,2008,0.0,0.0,1.0
251,3.0,1957,3,2,5,3.0,1,0.0,0.0,2.0,15199450,25,2006,1.0,0.0,0.0
252,6.0,1887,2,1,5,4.0,0,2.0,0.0,4.0,20499450,20,2012,1.0,0.0,0.0
253,3.0,1859,3,2,5,3.0,1,0.0,1.0,3.0,9925210,48,2008,0.0,1.0,0.0
254,2.0,747,1,1,2,1.0,1,3.0,0.0,5.0,11223550,5,2006,1.0,0.0,0.0
255,1.0,985,1,1,3,0.0,1,1.0,1.0,1.0,7379505,7,2009,0.0,1.0,0.0
